date,league,home_team,away_team,score
2022-05-14,Bundesliga,Leverkusen,Freiburg,2–1
2022-05-14,Bundesliga,Dortmund,Hertha BSC,2–1
2022-05-14,Bundesliga,Mainz 05,Eint Frankfurt,2–2
2022-05-14,Bundesliga,Gladbach,Hoffenheim,5–1
2022-05-14,Bundesliga,Union Berlin,Bochum,3–2
2022-05-14,Bundesliga,Augsburg,Greuther Fürth,2–1
2022-05-14,Bundesliga,Arminia,RB Leipzig,1–1
2022-05-19,Bundesliga,Hertha BSC,Hamburger SV,0–1
2022-05-23,Bundesliga,Hamburger SV,Hertha BSC,0–2
2021-08-13,Bundesliga,Gladbach,Bayern Munich,1–1
2021-08-14,Bundesliga,Stuttgart,Greuther Fürth,5–1
2021-08-14,Bundesliga,Union Berlin,Leverkusen,1–1
2021-08-14,Bundesliga,Wolfsburg,Bochum,1–0
2021-08-14,Bundesliga,Arminia,Freiburg,0–0
2021-08-14,Bundesliga,Augsburg,Hoffenheim,0–4
2021-08-14,Bundesliga,Dortmund,Eint Frankfurt,5–2
2021-08-15,Bundesliga,Mainz 05,RB Leipzig,1–0
2021-08-15,Bundesliga,Köln,Hertha BSC,3–1
2021-08-20,Bundesliga,RB Leipzig,Stuttgart,4–0
2021-08-21,Bundesliga,Hertha BSC,Wolfsburg,1–2
2021-08-21,Bundesliga,Bochum,Mainz 05,2–0
2021-08-21,Bundesliga,Greuther Fürth,Arminia,1–1
2021-08-21,Bundesliga,Freiburg,Dortmund,2–1
2021-08-21,Bundesliga,Eint Frankfurt,Augsburg,0–0
2021-08-21,Bundesliga,Leverkusen,Gladbach,4–0
2021-08-22,Bundesliga,Hoffenheim,Union Berlin,2–2
2021-08-22,Bundesliga,Bayern Munich,Köln,3–2
2021-08-27,Bundesliga,Dortmund,Hoffenheim,3–2
2021-08-28,Bundesliga,Mainz 05,Greuther Fürth,3–0
2021-08-28,Bundesliga,Stuttgart,Freiburg,2–3
2021-08-28,Bundesliga,Arminia,Eint Frankfurt,1–1
2021-08-28,Bundesliga,Augsburg,Leverkusen,1–4
2021-08-28,Bundesliga,Köln,Bochum,2–1
2021-08-28,Bundesliga,Bayern Munich,Hertha BSC,5–0
2021-08-29,Bundesliga,Union Berlin,Gladbach,2–1
2021-08-29,Bundesliga,Wolfsburg,RB Leipzig,1–0
2021-09-11,Bundesliga,Freiburg,Köln,1–1
2021-09-11,Bundesliga,Hoffenheim,Mainz 05,0–2
2021-09-11,Bundesliga,Union Berlin,Augsburg,0–0
2021-09-11,Bundesliga,Leverkusen,Dortmund,3–4
2021-09-11,Bundesliga,Greuther Fürth,Wolfsburg,0–2
2021-09-11,Bundesliga,RB Leipzig,Bayern Munich,1–4
2021-09-12,Bundesliga,Eint Frankfurt,Stuttgart,1–1
2021-09-12,Bundesliga,Bochum,Hertha BSC,1–3
2021-09-12,Bundesliga,Gladbach,Arminia,3–1
2021-09-17,Bundesliga,Hertha BSC,Greuther Fürth,2–1
2021-09-18,Bundesliga,Augsburg,Gladbach,1–0
2021-09-18,Bundesliga,Arminia,Hoffenheim,0–0
2021-09-18,Bundesliga,Bayern Munich,Bochum,7–0
2021-09-18,Bundesliga,Mainz 05,Freiburg,0–0
2021-09-18,Bundesliga,Köln,RB Leipzig,1–1
2021-09-19,Bundesliga,Stuttgart,Leverkusen,1–3
2021-09-19,Bundesliga,Dortmund,Union Berlin,4–2
2021-09-19,Bundesliga,Wolfsburg,Eint Frankfurt,1–1
2021-09-24,Bundesliga,Greuther Fürth,Bayern Munich,1–3
2021-09-25,Bundesliga,Eint Frankfurt,Köln,1–1
2021-09-25,Bundesliga,Hoffenheim,Wolfsburg,3–1
2021-09-25,Bundesliga,Leverkusen,Mainz 05,1–0
2021-09-25,Bundesliga,Union Berlin,Arminia,1–0
2021-09-25,Bundesliga,RB Leipzig,Hertha BSC,6–0
2021-09-25,Bundesliga,Gladbach,Dortmund,1–0
2021-09-26,Bundesliga,Bochum,Stuttgart,0–0
2021-09-26,Bundesliga,Freiburg,Augsburg,3–0
2021-10-01,Bundesliga,Köln,Greuther Fürth,3–1
2021-10-02,Bundesliga,Stuttgart,Hoffenheim,3–1
2021-10-02,Bundesliga,Dortmund,Augsburg,2–1
2021-10-02,Bundesliga,Hertha BSC,Freiburg,1–2
2021-10-02,Bundesliga,Wolfsburg,Gladbach,1–3
2021-10-02,Bundesliga,RB Leipzig,Bochum,3–0
2021-10-03,Bundesliga,Mainz 05,Union Berlin,1–2
2021-10-03,Bundesliga,Bayern Munich,Eint Frankfurt,1–2
2021-10-03,Bundesliga,Arminia,Leverkusen,0–4
2021-10-15,Bundesliga,Hoffenheim,Köln,5–0
2021-10-16,Bundesliga,Eint Frankfurt,Hertha BSC,1–2
2021-10-16,Bundesliga,Union Berlin,Wolfsburg,2–0
2021-10-16,Bundesliga,Freiburg,RB Leipzig,1–1
2021-10-16,Bundesliga,Greuther Fürth,Bochum,0–1
2021-10-16,Bundesliga,Dortmund,Mainz 05,3–1
2021-10-16,Bundesliga,Gladbach,Stuttgart,1–1
2021-10-17,Bundesliga,Leverkusen,Bayern Munich,1–5
2021-10-17,Bundesliga,Augsburg,Arminia,1–1
2021-10-22,Bundesliga,Mainz 05,Augsburg,4–1
2021-10-23,Bundesliga,Bayern Munich,Hoffenheim,4–0
2021-10-23,Bundesliga,Wolfsburg,Freiburg,0–2
2021-10-23,Bundesliga,RB Leipzig,Greuther Fürth,4–1
2021-10-23,Bundesliga,Arminia,Dortmund,1–3
2021-10-23,Bundesliga,Hertha BSC,Gladbach,1–0
2021-10-24,Bundesliga,Köln,Leverkusen,2–2
2021-10-24,Bundesliga,Stuttgart,Union Berlin,1–1
2021-10-24,Bundesliga,Bochum,Eint Frankfurt,2–0
2021-10-29,Bundesliga,Hoffenheim,Hertha BSC,2–0
2021-10-30,Bundesliga,Freiburg,Greuther Fürth,3–1
2021-10-30,Bundesliga,Leverkusen,Wolfsburg,0–2
2021-10-30,Bundesliga,Dortmund,Köln,2–0
2021-10-30,Bundesliga,Union Berlin,Bayern Munich,2–5
2021-10-30,Bundesliga,Arminia,Mainz 05,1–2
2021-10-30,Bundesliga,Eint Frankfurt,RB Leipzig,1–1
2021-10-31,Bundesliga,Augsburg,Stuttgart,4–1
2021-10-31,Bundesliga,Gladbach,Bochum,2–1
2021-11-05,Bundesliga,Mainz 05,Gladbach,1–1
2021-11-06,Bundesliga,Bochum,Hoffenheim,2–0
2021-11-06,Bundesliga,Stuttgart,Arminia,0–1
2021-11-06,Bundesliga,Bayern Munich,Freiburg,2–1
2021-11-06,Bundesliga,Wolfsburg,Augsburg,1–0
2021-11-06,Bundesliga,RB Leipzig,Dortmund,2–1
2021-11-07,Bundesliga,Hertha BSC,Leverkusen,1–1
2021-11-07,Bundesliga,Köln,Union Berlin,2–2
2021-11-07,Bundesliga,Greuther Fürth,Eint Frankfurt,1–2
2021-11-19,Bundesliga,Augsburg,Bayern Munich,2–1
2021-11-20,Bundesliga,Hoffenheim,RB Leipzig,2–0
2021-11-20,Bundesliga,Dortmund,Stuttgart,2–1
2021-11-20,Bundesliga,Leverkusen,Bochum,1–0
2021-11-20,Bundesliga,Arminia,Wolfsburg,2–2
2021-11-20,Bundesliga,Gladbach,Greuther Fürth,4–0
2021-11-20,Bundesliga,Union Berlin,Hertha BSC,2–0
2021-11-21,Bundesliga,Freiburg,Eint Frankfurt,0–2
2021-11-21,Bundesliga,Mainz 05,Köln,1–1
2021-11-26,Bundesliga,Stuttgart,Mainz 05,2–1
2021-11-27,Bundesliga,Hertha BSC,Augsburg,1–1
2021-11-27,Bundesliga,Wolfsburg,Dortmund,1–3
2021-11-27,Bundesliga,Bochum,Freiburg,2–1
2021-11-27,Bundesliga,Köln,Gladbach,4–1
2021-11-27,Bundesliga,Greuther Fürth,Hoffenheim,3–6
2021-11-27,Bundesliga,Bayern Munich,Arminia,1–0
2021-11-28,Bundesliga,Eint Frankfurt,Union Berlin,2–1
2021-11-28,Bundesliga,RB Leipzig,Leverkusen,1–3
2021-12-03,Bundesliga,Union Berlin,RB Leipzig,2–1
2021-12-04,Bundesliga,Leverkusen,Greuther Fürth,7–1
2021-12-04,Bundesliga,Arminia,Köln,1–1
2021-12-04,Bundesliga,Hoffenheim,Eint Frankfurt,3–2
2021-12-04,Bundesliga,Augsburg,Bochum,2–3
2021-12-04,Bundesliga,Mainz 05,Wolfsburg,3–0
2021-12-04,Bundesliga,Dortmund,Bayern Munich,2–3
2021-12-05,Bundesliga,Stuttgart,Hertha BSC,2–2
2021-12-05,Bundesliga,Gladbach,Freiburg,0–6
2021-12-10,Bundesliga,Köln,Augsburg,0–2
2021-12-11,Bundesliga,Hertha BSC,Arminia,2–0
2021-12-11,Bundesliga,Bayern Munich,Mainz 05,2–1
2021-12-11,Bundesliga,Freiburg,Hoffenheim,1–2
2021-12-11,Bundesliga,RB Leipzig,Gladbach,4–1
2021-12-11,Bundesliga,Bochum,Dortmund,1–1
2021-12-11,Bundesliga,Wolfsburg,Stuttgart,0–2
2021-12-12,Bundesliga,Greuther Fürth,Union Berlin,1–0
2021-12-12,Bundesliga,Eint Frankfurt,Leverkusen,5–2
2021-12-14,Bundesliga,Stuttgart,Bayern Munich,0–5
2021-12-14,Bundesliga,Wolfsburg,Köln,2–3
2021-12-14,Bundesliga,Arminia,Bochum,2–0
2021-12-14,Bundesliga,Mainz 05,Hertha BSC,4–0
2021-12-15,Bundesliga,Gladbach,Eint Frankfurt,2–3
2021-12-15,Bundesliga,Leverkusen,Hoffenheim,2–2
2021-12-15,Bundesliga,Union Berlin,Freiburg,0–0
2021-12-15,Bundesliga,Dortmund,Greuther Fürth,3–0
2021-12-15,Bundesliga,Augsburg,RB Leipzig,1–1
2021-12-17,Bundesliga,Bayern Munich,Wolfsburg,4–0
2021-12-18,Bundesliga,Bochum,Union Berlin,0–1
2021-12-18,Bundesliga,Greuther Fürth,Augsburg,0–0
2021-12-18,Bundesliga,RB Leipzig,Arminia,0–2
2021-12-18,Bundesliga,Hoffenheim,Gladbach,1–1
2021-12-18,Bundesliga,Eint Frankfurt,Mainz 05,1–0
2021-12-18,Bundesliga,Hertha BSC,Dortmund,3–2
2021-12-19,Bundesliga,Freiburg,Leverkusen,2–1
2021-12-19,Bundesliga,Köln,Stuttgart,1–0
2022-01-07,Bundesliga,Bayern Munich,Gladbach,1–2
2022-01-08,Bundesliga,Freiburg,Arminia,2–2
2022-01-08,Bundesliga,Leverkusen,Union Berlin,2–2
2022-01-08,Bundesliga,RB Leipzig,Mainz 05,4–1
2022-01-08,Bundesliga,Hoffenheim,Augsburg,3–1
2022-01-08,Bundesliga,Greuther Fürth,Stuttgart,0–0
2022-01-08,Bundesliga,Eint Frankfurt,Dortmund,2–3
2022-01-09,Bundesliga,Hertha BSC,Köln,1–3
2022-01-09,Bundesliga,Bochum,Wolfsburg,1–0
2022-01-14,Bundesliga,Dortmund,Freiburg,5–1
2022-01-15,Bundesliga,Stuttgart,RB Leipzig,0–2
2022-01-15,Bundesliga,Union Berlin,Hoffenheim,2–1
2022-01-15,Bundesliga,Köln,Bayern Munich,0–4
2022-01-15,Bundesliga,Mainz 05,Bochum,1–0
2022-01-15,Bundesliga,Wolfsburg,Hertha BSC,0–0
2022-01-15,Bundesliga,Gladbach,Leverkusen,1–2
2022-01-16,Bundesliga,Augsburg,Eint Frankfurt,1–1
2022-01-16,Bundesliga,Arminia,Greuther Fürth,2–2
2022-01-21,Bundesliga,Eint Frankfurt,Arminia,0–2
2022-01-22,Bundesliga,Leverkusen,Augsburg,5–1
2022-01-22,Bundesliga,Gladbach,Union Berlin,1–2
2022-01-22,Bundesliga,Greuther Fürth,Mainz 05,2–1
2022-01-22,Bundesliga,Hoffenheim,Dortmund,2–3
2022-01-22,Bundesliga,Freiburg,Stuttgart,2–0
2022-01-22,Bundesliga,Bochum,Köln,2–2
2022-01-23,Bundesliga,RB Leipzig,Wolfsburg,2–0
2022-01-23,Bundesliga,Hertha BSC,Bayern Munich,1–4
2022-02-04,Bundesliga,Hertha BSC,Bochum,1–1
2022-02-05,Bundesliga,Stuttgart,Eint Frankfurt,2–3
2022-02-05,Bundesliga,Arminia,Gladbach,1–1
2022-02-05,Bundesliga,Köln,Freiburg,1–0
2022-02-05,Bundesliga,Augsburg,Union Berlin,2–0
2022-02-05,Bundesliga,Mainz 05,Hoffenheim,2–0
2022-02-05,Bundesliga,Bayern Munich,RB Leipzig,3–2
2022-02-06,Bundesliga,Dortmund,Leverkusen,2–5
2022-02-06,Bundesliga,Wolfsburg,Greuther Fürth,4–1
2022-02-11,Bundesliga,RB Leipzig,Köln,3–1
2022-02-12,Bundesliga,Freiburg,Mainz 05,1–1
2022-02-12,Bundesliga,Greuther Fürth,Hertha BSC,2–1
2022-02-12,Bundesliga,Gladbach,Augsburg,3–2
2022-02-12,Bundesliga,Eint Frankfurt,Wolfsburg,0–2
2022-02-12,Bundesliga,Bochum,Bayern Munich,4–2
2022-02-12,Bundesliga,Leverkusen,Stuttgart,4–2
2022-02-13,Bundesliga,Union Berlin,Dortmund,0–3
2022-02-13,Bundesliga,Hoffenheim,Arminia,2–0
2022-02-18,Bundesliga,Mainz 05,Leverkusen,3–2
2022-02-19,Bundesliga,Stuttgart,Bochum,1–1
2022-02-19,Bundesliga,Arminia,Union Berlin,1–0
2022-02-19,Bundesliga,Wolfsburg,Hoffenheim,1–2
2022-02-19,Bundesliga,Augsburg,Freiburg,1–2
2022-02-19,Bundesliga,Köln,Eint Frankfurt,1–0
2022-02-20,Bundesliga,Bayern Munich,Greuther Fürth,4–1
2022-02-20,Bundesliga,Dortmund,Gladbach,6–0
2022-02-20,Bundesliga,Hertha BSC,RB Leipzig,1–6
2022-02-25,Bundesliga,Hoffenheim,Stuttgart,2–1
2022-02-26,Bundesliga,Freiburg,Hertha BSC,3–0
2022-02-26,Bundesliga,Leverkusen,Arminia,3–0
2022-02-26,Bundesliga,Greuther Fürth,Köln,1–1
2022-02-26,Bundesliga,Gladbach,Wolfsburg,2–2
2022-02-26,Bundesliga,Union Berlin,Mainz 05,3–1
2022-02-26,Bundesliga,Eint Frankfurt,Bayern Munich,0–1
2022-02-27,Bundesliga,Bochum,RB Leipzig,0–1
2022-02-27,Bundesliga,Augsburg,Dortmund,1–1
2022-03-04,Bundesliga,Arminia,Augsburg,0–1
2022-03-05,Bundesliga,RB Leipzig,Freiburg,1–1
2022-03-05,Bundesliga,Bayern Munich,Leverkusen,1–1
2022-03-05,Bundesliga,Wolfsburg,Union Berlin,1–0
2022-03-05,Bundesliga,Hertha BSC,Eint Frankfurt,1–4
2022-03-05,Bundesliga,Bochum,Greuther Fürth,2–1
2022-03-05,Bundesliga,Stuttgart,Gladbach,3–2
2022-03-06,Bundesliga,Köln,Hoffenheim,0–1
2022-03-12,Bundesliga,Union Berlin,Stuttgart,1–1
2022-03-12,Bundesliga,Hoffenheim,Bayern Munich,1–1
2022-03-12,Bundesliga,Freiburg,Wolfsburg,3–2
2022-03-12,Bundesliga,Gladbach,Hertha BSC,2–0
2022-03-13,Bundesliga,Leverkusen,Köln,0–1
2022-03-13,Bundesliga,Dortmund,Arminia,1–0
2022-03-13,Bundesliga,Eint Frankfurt,Bochum,2–1
2022-03-13,Bundesliga,Greuther Fürth,RB Leipzig,1–6
2022-03-16,Bundesliga,Mainz 05,Dortmund,0–1
2022-03-18,Bundesliga,Bochum,Gladbach,0–2
2022-03-19,Bundesliga,Stuttgart,Augsburg,3–2
2022-03-19,Bundesliga,Hertha BSC,Hoffenheim,3–0
2022-03-19,Bundesliga,Mainz 05,Arminia,4–0
2022-03-19,Bundesliga,Greuther Fürth,Freiburg,0–0
2022-03-19,Bundesliga,Bayern Munich,Union Berlin,4–0
2022-03-20,Bundesliga,RB Leipzig,Eint Frankfurt,0–0
2022-03-20,Bundesliga,Wolfsburg,Leverkusen,0–2
2022-03-20,Bundesliga,Köln,Dortmund,1–1
2022-04-01,Bundesliga,Union Berlin,Köln,1–0
2022-04-02,Bundesliga,Arminia,Stuttgart,1–1
2022-04-02,Bundesliga,Hoffenheim,Bochum,1–2
2022-04-02,Bundesliga,Leverkusen,Hertha BSC,2–1
2022-04-02,Bundesliga,Eint Frankfurt,Greuther Fürth,0–0
2022-04-02,Bundesliga,Freiburg,Bayern Munich,1–4
2022-04-02,Bundesliga,Dortmund,RB Leipzig,1–4
2022-04-03,Bundesliga,Augsburg,Wolfsburg,3–0
2022-04-03,Bundesliga,Gladbach,Mainz 05,1–1
2022-04-06,Bundesliga,Augsburg,Mainz 05,2–1
2022-04-08,Bundesliga,Stuttgart,Dortmund,0–2
2022-04-09,Bundesliga,Bayern Munich,Augsburg,1–0
2022-04-09,Bundesliga,Greuther Fürth,Gladbach,0–2
2022-04-09,Bundesliga,Köln,Mainz 05,3–2
2022-04-09,Bundesliga,Wolfsburg,Arminia,4–0
2022-04-09,Bundesliga,Hertha BSC,Union Berlin,1–4
2022-04-10,Bundesliga,Bochum,Leverkusen,0–0
2022-04-10,Bundesliga,Eint Frankfurt,Freiburg,1–2
2022-04-10,Bundesliga,RB Leipzig,Hoffenheim,3–0
2022-04-16,Bundesliga,Dortmund,Wolfsburg,6–1
2022-04-16,Bundesliga,Mainz 05,Stuttgart,0–0
2022-04-16,Bundesliga,Freiburg,Bochum,3–0
2022-04-16,Bundesliga,Augsburg,Hertha BSC,0–1
2022-04-16,Bundesliga,Gladbach,Köln,1–3
2022-04-17,Bundesliga,Arminia,Bayern Munich,0–3
2022-04-17,Bundesliga,Union Berlin,Eint Frankfurt,2–0
2022-04-17,Bundesliga,Hoffenheim,Greuther Fürth,0–0
2022-04-17,Bundesliga,Leverkusen,RB Leipzig,0–1
2022-04-22,Bundesliga,Wolfsburg,Mainz 05,5–0
2022-04-23,Bundesliga,Eint Frankfurt,Hoffenheim,2–2
2022-04-23,Bundesliga,Köln,Arminia,3–1
2022-04-23,Bundesliga,Freiburg,Gladbach,3–3
2022-04-23,Bundesliga,RB Leipzig,Union Berlin,1–2
2022-04-23,Bundesliga,Greuther Fürth,Leverkusen,1–4
2022-04-23,Bundesliga,Bayern Munich,Dortmund,3–1
2022-04-24,Bundesliga,Bochum,Augsburg,0–2
2022-04-24,Bundesliga,Hertha BSC,Stuttgart,2–0
2022-04-29,Bundesliga,Union Berlin,Greuther Fürth,1–1
2022-04-30,Bundesliga,Dortmund,Bochum,3–4
2022-04-30,Bundesliga,Stuttgart,Wolfsburg,1–1
2022-04-30,Bundesliga,Arminia,Hertha BSC,1–1
2022-04-30,Bundesliga,Augsburg,Köln,1–4
2022-04-30,Bundesliga,Mainz 05,Bayern Munich,3–1
2022-04-30,Bundesliga,Hoffenheim,Freiburg,3–4
2022-05-02,Bundesliga,Gladbach,RB Leipzig,3–1
2022-05-02,Bundesliga,Leverkusen,Eint Frankfurt,2–0
2022-05-06,Bundesliga,Bochum,Arminia,2–1
2022-05-07,Bundesliga,Hoffenheim,Leverkusen,2–4
2022-05-07,Bundesliga,Köln,Wolfsburg,0–1
2022-05-07,Bundesliga,Greuther Fürth,Dortmund,1–3
2022-05-07,Bundesliga,Freiburg,Union Berlin,1–4
2022-05-07,Bundesliga,Hertha BSC,Mainz 05,1–2
2022-05-08,Bundesliga,Eint Frankfurt,Gladbach,1–1
2022-05-08,Bundesliga,Bayern Munich,Stuttgart,2–2
2022-05-08,Bundesliga,RB Leipzig,Augsburg,4–0
2022-05-14,Bundesliga,Wolfsburg,Bayern Munich,2–2
2022-05-14,Bundesliga,Stuttgart,Köln,2–1
2022-05-14,Bundesliga,Leverkusen,Freiburg,2–1
2022-05-14,Bundesliga,Dortmund,Hertha BSC,2–1
2022-05-14,Bundesliga,Mainz 05,Eint Frankfurt,2–2
2022-05-14,Bundesliga,Gladbach,Hoffenheim,5–1
2022-05-14,Bundesliga,Union Berlin,Bochum,3–2
2022-05-14,Bundesliga,Augsburg,Greuther Fürth,2–1
2022-05-14,Bundesliga,Arminia,RB Leipzig,1–1
2022-05-19,Bundesliga,Hertha BSC,Hamburger SV,0–1
2022-05-23,Bundesliga,Hamburger SV,Hertha BSC,0–2
2022-08-05,Bundesliga,Eint Frankfurt,Bayern Munich,1–6
2022-08-06,Bundesliga,Wolfsburg,Werder Bremen,2–2
2022-08-06,Bundesliga,Augsburg,Freiburg,0–4
2022-08-06,Bundesliga,Union Berlin,Hertha BSC,3–1
2022-08-06,Bundesliga,Gladbach,Hoffenheim,3–1
2022-08-06,Bundesliga,Bochum,Mainz 05,1–2
2022-08-06,Bundesliga,Dortmund,Leverkusen,1–0
2022-08-07,Bundesliga,Stuttgart,RB Leipzig,1–1
2022-08-07,Bundesliga,Köln,Schalke 04,3–1
2022-08-12,Bundesliga,Freiburg,Dortmund,1–3
2022-08-13,Bundesliga,Hoffenheim,Bochum,3–2
2022-08-13,Bundesliga,Werder Bremen,Stuttgart,2–2
2022-08-13,Bundesliga,Leverkusen,Augsburg,1–2
2022-08-13,Bundesliga,RB Leipzig,Köln,2–2
2022-08-13,Bundesliga,Hertha BSC,Eint Frankfurt,1–1
2022-08-13,Bundesliga,Schalke 04,Gladbach,2–2
2022-08-14,Bundesliga,Mainz 05,Union Berlin,0–0
2022-08-14,Bundesliga,Bayern Munich,Wolfsburg,2–0
2022-08-19,Bundesliga,Gladbach,Hertha BSC,1–0
2022-08-20,Bundesliga,Leverkusen,Hoffenheim,0–3
2022-08-20,Bundesliga,Augsburg,Mainz 05,1–2
2022-08-20,Bundesliga,Stuttgart,Freiburg,0–1
2022-08-20,Bundesliga,Dortmund,Werder Bremen,2–3
2022-08-20,Bundesliga,Wolfsburg,Schalke 04,0–0
2022-08-20,Bundesliga,Union Berlin,RB Leipzig,2–1
2022-08-21,Bundesliga,Eint Frankfurt,Köln,1–1
2022-08-21,Bundesliga,Bochum,Bayern Munich,0–7
2022-08-26,Bundesliga,Freiburg,Bochum,1–0
2022-08-27,Bundesliga,Hoffenheim,Augsburg,1–0
2022-08-27,Bundesliga,Mainz 05,Leverkusen,0–3
2022-08-27,Bundesliga,RB Leipzig,Wolfsburg,2–0
2022-08-27,Bundesliga,Schalke 04,Union Berlin,1–6
2022-08-27,Bundesliga,Hertha BSC,Dortmund,0–1
2022-08-27,Bundesliga,Bayern Munich,Gladbach,1–1
2022-08-28,Bundesliga,Köln,Stuttgart,0–0
2022-08-28,Bundesliga,Werder Bremen,Eint Frankfurt,3–4
2022-09-02,Bundesliga,Dortmund,Hoffenheim,1–0
2022-09-03,Bundesliga,Stuttgart,Schalke 04,1–1
2022-09-03,Bundesliga,Bochum,Werder Bremen,0–2
2022-09-03,Bundesliga,Union Berlin,Bayern Munich,1–1
2022-09-03,Bundesliga,Leverkusen,Freiburg,2–3
2022-09-03,Bundesliga,Wolfsburg,Köln,2–4
2022-09-03,Bundesliga,Eint Frankfurt,RB Leipzig,4–0
2022-09-04,Bundesliga,Augsburg,Hertha BSC,0–2
2022-09-04,Bundesliga,Gladbach,Mainz 05,0–1
2022-09-09,Bundesliga,Werder Bremen,Augsburg,0–1
2022-09-10,Bundesliga,Bayern Munich,Stuttgart,2–2
2022-09-10,Bundesliga,Eint Frankfurt,Wolfsburg,0–1
2022-09-10,Bundesliga,Hertha BSC,Leverkusen,2–2
2022-09-10,Bundesliga,Hoffenheim,Mainz 05,4–1
2022-09-10,Bundesliga,RB Leipzig,Dortmund,3–0
2022-09-10,Bundesliga,Schalke 04,Bochum,3–1
2022-09-11,Bundesliga,Köln,Union Berlin,0–1
2022-09-11,Bundesliga,Freiburg,Gladbach,0–0
2022-09-16,Bundesliga,Mainz 05,Hertha BSC,1–1
2022-09-17,Bundesliga,Dortmund,Schalke 04,1–0
2022-09-17,Bundesliga,Leverkusen,Werder Bremen,1–1
2022-09-17,Bundesliga,Stuttgart,Eint Frankfurt,1–3
2022-09-17,Bundesliga,Augsburg,Bayern Munich,1–0
2022-09-17,Bundesliga,Gladbach,RB Leipzig,3–0
2022-09-18,Bundesliga,Union Berlin,Wolfsburg,2–0
2022-09-18,Bundesliga,Bochum,Köln,1–1
2022-09-18,Bundesliga,Hoffenheim,Freiburg,0–0
2022-09-30,Bundesliga,Bayern Munich,Leverkusen,4–0
2022-10-01,Bundesliga,Freiburg,Mainz 05,2–1
2022-10-01,Bundesliga,Eint Frankfurt,Union Berlin,2–0
2022-10-01,Bundesliga,Köln,Dortmund,3–2
2022-10-01,Bundesliga,Wolfsburg,Stuttgart,3–2
2022-10-01,Bundesliga,RB Leipzig,Bochum,4–0
2022-10-01,Bundesliga,Werder Bremen,Gladbach,5–1
2022-10-02,Bundesliga,Hertha BSC,Hoffenheim,1–1
2022-10-02,Bundesliga,Schalke 04,Augsburg,2–3
2022-10-07,Bundesliga,Hoffenheim,Werder Bremen,1–2
2022-10-08,Bundesliga,Bochum,Eint Frankfurt,3–0
2022-10-08,Bundesliga,Mainz 05,RB Leipzig,1–1
2022-10-08,Bundesliga,Augsburg,Wolfsburg,1–1
2022-10-08,Bundesliga,Leverkusen,Schalke 04,4–0
2022-10-08,Bundesliga,Dortmund,Bayern Munich,2–2
2022-10-09,Bundesliga,Gladbach,Köln,5–2
2022-10-09,Bundesliga,Hertha BSC,Freiburg,2–2
2022-10-09,Bundesliga,Stuttgart,Union Berlin,0–1
2022-10-14,Bundesliga,Schalke 04,Hoffenheim,0–3
2022-10-15,Bundesliga,Wolfsburg,Gladbach,2–2
2022-10-15,Bundesliga,Eint Frankfurt,Leverkusen,5–1
2022-10-15,Bundesliga,Werder Bremen,Mainz 05,0–2
2022-10-15,Bundesliga,Stuttgart,Bochum,4–1
2022-10-15,Bundesliga,RB Leipzig,Hertha BSC,3–2
2022-10-16,Bundesliga,Köln,Augsburg,3–2
2022-10-16,Bundesliga,Union Berlin,Dortmund,2–0
2022-10-16,Bundesliga,Bayern Munich,Freiburg,5–0
2022-10-21,Bundesliga,Mainz 05,Köln,5–0
2022-10-22,Bundesliga,Leverkusen,Wolfsburg,2–2
2022-10-22,Bundesliga,Hoffenheim,Bayern Munich,0–2
2022-10-22,Bundesliga,Dortmund,Stuttgart,5–0
2022-10-22,Bundesliga,Freiburg,Werder Bremen,2–0
2022-10-22,Bundesliga,Augsburg,RB Leipzig,3–3
2022-10-22,Bundesliga,Gladbach,Eint Frankfurt,1–3
2022-10-23,Bundesliga,Bochum,Union Berlin,2–1
2022-10-23,Bundesliga,Hertha BSC,Schalke 04,2–1
2022-10-28,Bundesliga,Werder Bremen,Hertha BSC,1–0
2022-10-29,Bundesliga,Bayern Munich,Mainz 05,6–2
2022-10-29,Bundesliga,Wolfsburg,Bochum,4–0
2022-10-29,Bundesliga,RB Leipzig,Leverkusen,2–0
2022-10-29,Bundesliga,Stuttgart,Augsburg,2–1
2022-10-29,Bundesliga,Eint Frankfurt,Dortmund,1–2
2022-10-30,Bundesliga,Union Berlin,Gladbach,2–1
2022-10-30,Bundesliga,Schalke 04,Freiburg,0–2
2022-10-30,Bundesliga,Köln,Hoffenheim,1–1
2022-11-04,Bundesliga,Gladbach,Stuttgart,3–1
2022-11-05,Bundesliga,Dortmund,Bochum,3–0
2022-11-05,Bundesliga,Mainz 05,Wolfsburg,0–3
2022-11-05,Bundesliga,Augsburg,Eint Frankfurt,1–2
2022-11-05,Bundesliga,Hertha BSC,Bayern Munich,2–3
2022-11-05,Bundesliga,Hoffenheim,RB Leipzig,1–3
2022-11-05,Bundesliga,Werder Bremen,Schalke 04,2–1
2022-11-06,Bundesliga,Leverkusen,Union Berlin,5–0
2022-11-06,Bundesliga,Freiburg,Köln,2–0
2022-11-08,Bundesliga,Wolfsburg,Dortmund,2–0
2022-11-08,Bundesliga,Stuttgart,Hertha BSC,2–1
2022-11-08,Bundesliga,Bochum,Gladbach,2–1
